0.6450650450,0.1182213330,0.9083506034,0.1743864410,0.7842968135,0.5476379530,0.8921959281,0.4555825655,0.7110767240,0.7134807157,0.3464366652,0.5925249652,0.8323245245,0.3853281225,0.2991490686,0.3530716935,0.7242063264,0.0695612220,0.9652534551,0.6236773503,0.2556147230,0.8589633179,0.3084883009,0.9410465845,0.1733287016,0.9667640497,0.7572928133,0.2089193339,0.3287797482,0.2556264239,0.5449278159,0.2663752016,0.3885454169,0.2013516421,0.3912197355
0.2832534793,0.3808263809,0.3197644954,0.7696969569,0.6713671517,0.4374198883,0.6126788303,0.1807982264,0.2832273336,0.1418617056,0.5057385472,0.9837418341,0.3589971872,0.6818408967,0.4588238813,0.1800065295,0.3335023885,0.6545872460,0.7299976966,0.8187779768,0.2703012202,0.2080621270,0.8701702507,0.8293802939,0.5200884960,0.5903982966,0.1565834274,0.9490814244,0.1721474415,0.2936380359,0.8581859850,0.4090197342,0.3419306361,0.5424323260,0.7739463504
0.1533819820,0.4251021558,0.6962205360,0.5213324562,0.9558934343,0.8301388955,0.9655734100,0.7026957444,0.0416677346,0.4467178405,0.8202442524,0.8127695790,0.3230325179,0.7124659053,0.5199064146,0.9812384081,0.1699359772,0.0998181799,0.4467552241,0.8470926214,0.2855138340,0.1979838262,0.7097373858,0.9012922722,0.5683105457,0.8724719003,0.0228116192,0.9750289994,0.3783069651,0.0328077420,0.3249653190,0.2508852582,0.6517912304,0.3684932952,0.5362656386
0.1815973229,0.6644212763,0.1656711728,0.5451814017,0.6017883334,0.3214534347,0.1587412577,0.5770350286,0.6866719662,0.9308736031,0.8562293521,0.8951055368,0.2892621119,0.8763173448,0.4310197308,0.3510920256,0.3426873130,0.3942205861,0.5077854383,0.5367818830,0.4035974232,0.5514074787,0.6292999425,0.5029786802,0.6634684643,0.6405995557,0.8765134171,0.6192602273,0.9176101324,0.0378735721,0.4781541555,0.1926009524,0.9687437818,0.7236630324,0.3997727025
0.9672513508,0.5987309540,0.2309006940,0.0601438890,0.5924228991,0.1309489982,0.1896319230,0.4697345614,0.4959810886,0.9844395982,0.2261744794,0.6408864922,0.3043364670,0.8542473125,0.0770950709,0.5606671737,0.1401339277,0.8252465578,0.7900278779,0.9502621716,0.8932437019,0.1763193472,0.8776230544,0.7947531010,0.1763898615,0.8898345394,0.8609696780,0.4888739863,0.3895179888,0.1028952157,0.2192279360,0.1862197679,0.1611114100,0.6662215583,0.9244666129
0.0753305245,0.5709375651,0.1268002026,0.3063530203,0.2168811756,0.3911588401,0.7163696505,0.8238156418,0.5140624974,0.0565269783,0.1260026894,0.4828578279,0.5386666365,0.4778655077,0.5185557050,0.7279045698,0.5123174948,0.9306972067,0.8299469554,0.8353720796,0.0056553807,0.2400068495,0.4261289597,0.1548964223,0.6735242182,0.5757537032,0.7098517415,0.8646540877,0.3212289997,0.3381271916,0.8647253615,0.4608139811,0.7255046453,0.8944991380,0.5867848505
0.6638570549,0.8849728708,0.8817152339,0.4091354867,0.9310737170,0.0741236023,0.2142864555,0.7995295361,0.1188224571,0.8064759924,0.7621078066,0.6051821870,0.4782283697,0.3025754783,0.8354116361,0.1420264402,0.4442099360,0.6977569848,0.6630335761,0.8658094605,0.2798881927,0.0744884426,0.3497491410,0.0698529197,0.7219319343,0.5241333023,0.0999439769,0.6034824665,0.2577266177,0.5253696491,0.2527609970,0.3704392359,0.9356951929,0.6442786356,0.7033019895
0.7769406460,0.7814199281,0.3955547283,0.6263195602,0.0555453281,0.7951914380,0.4531821164,0.6706949633,0.2672632265,0.0082628532,0.3717827797,0.3491552462,0.9584746570,0.6010833850,0.9726078876,0.3699276242,0.7563668749,0.6205417041,0.4457869718,0.8005996356,0.4769696922,0.6416116784,0.8613467752,0.0216381991,0.3263825645,0.5172099195,0.0449733051,0.4169839934,0.6750682677,0.7417320525,0.3048271297,0.1511521431,0.5354426770,0.9701849227,0.9279870123
0.6797980814,0.9368835322,0.0736162583,0.2468189643,0.7174287580,0.5740096829,0.7520399947,0.2235679876,0.8391846524,0.1880479549,0.6539816027,0.3691871476,0.2958422399,0.0303693958,0.9863551154,0.9370152988,0.4314983687,0.3783940293,0.2265469596,0.6600545682,0.8319533281,0.0903760559,0.7700664610,0.2826877398,0.6118351278,0.9923454272,0.7584676591,0.1441916048,0.8424031361,0.1762433936,0.7924518805,0.6870091333,0.9650835279,0.9569402164,0.6062636665
0.1911843180,0.1626451945,0.3592970874,0.2611968489,0.6627834452,0.3608284170,0.6128903995,0.9302498312,0.9773485541,0.0234108050,0.0177770596,0.1294993003,0.0187016473,0.9971902099,0.6238184302,0.8682176484,0.7190598541,0.9820515476,0.5337194846,0.3853350719,0.8031121654,0.7318150444,0.0656158708,0.4982073859,0.2815477254,0.9144051164,0.8374130143,0.1727335351,0.1610213221,0.1577490678,0.2850248317,0.0759855418,0.3010233247,0.0235171693,0.4962822799
0.8221091847,0.4793001874,0.4184166031,0.7575105114,0.9322100430,0.6038455106,0.0960939850,0.0229533663,0.4645650109,0.2795840825,0.3353405900,0.4281822002,0.2398495969,0.1509917888,0.5819473066,0.6446905601,0.2321076324,0.6400905512,0.2558720749,0.2276750499,0.9696590624,0.7053697929,0.4863950534,0.8481321104,0.4856596237,0.9577306374,0.9379786587,0.5928389334,0.1124792511,0.6433849767,0.4627945439,0.4732703001,0.5169646060,0.3739200871,0.5944794576
